ID_T,ID_D_N,ID_Fecha,Fecha,Dia Semana,Laboral Festivo,Dia Noche,Mes,Fase,Anillos diarios,Anillos acumulados,Longitud Tunel Acumulada,Metros tunel por dia,PK Tuneladora,Geologia,Notas,Produccion Diaria,Tipo,Tipo_Nivel_1,Scatter Excavacion,Scatter Montaje,Parada_Tipo_Desglose,Minutos,Impotancia Parada
477,172,86,20/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,80,128.736,3.684,35201.418,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,330,Larga
478,173,87,21/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,1,81,130.686,1.95,35203.368,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,20,Leve
479,173,87,21/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,1,81,130.686,1.95,35203.368,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,40,Leve
480,173,87,21/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,1,81,130.686,1.95,35203.368,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,60,Leve
481,173,87,21/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,1,81,130.686,1.95,35203.368,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema PLC,60,Leve
482,173,87,21/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,1,81,130.686,1.95,35203.368,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistemas BackUP,210,Larga
483,173,87,21/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,1,81,130.686,1.95,35203.368,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,330,Larga
484,174,87,21/09/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,1,81,130.686,1.95,35203.368,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,150,Moderada
485,174,87,21/09/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,1,81,130.686,1.95,35203.368,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,570,Muy Larga
486,175,88,22/09/2013,Domingo,FindeSemana,D,Septiembre,Main Drive,0,81,130.686,0,35203.368,S (III) S(IV),,NO,Parada ,Parada Planificada,,,Cambio de turno,720,Turno Completo
487,176,88,22/09/2013,Domingo,FindeSemana,N,Septiembre,Main Drive,0,81,130.686,0,35203.368,S (III) S(IV),,NO,Parada ,Parada Planificada,,,Cambio de turno,720,Turno Completo
488,177,89,23/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,2,83,133.178,2.492,35205.86,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,40,Leve
489,177,89,23/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,2,83,133.178,2.492,35205.86,S (III) S(IV),,SI,Parada ,Parada No Planificada - Otros,,,Planta de Mortero,50,Leve
490,177,89,23/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,2,83,133.178,2.492,35205.86,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,60,Leve
491,177,89,23/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,2,83,133.178,2.492,35205.86,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,100,Moderada
492,177,89,23/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,2,83,133.178,2.492,35205.86,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,470,Muy Larga
493,178,89,23/09/2013,Lunes,Laboral,N,Septiembre,Main Drive,2,83,133.178,2.492,35205.86,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,50,Leve
494,178,89,23/09/2013,Lunes,Laboral,N,Septiembre,Main Drive,2,83,133.178,2.492,35205.86,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,80,Moderada
495,178,89,23/09/2013,Lunes,Laboral,N,Septiembre,Main Drive,2,83,133.178,2.492,35205.86,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,150,Moderada
496,178,89,23/09/2013,Lunes,Laboral,N,Septiembre,Main Drive,2,83,133.178,2.492,35205.86,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,440,Muy Larga
497,179,90,24/09/2013,Martes,Laboral,D,Septiembre,Main Drive,2,85,136.603,3.425,35209.285,S (III) S(IV),,SI,Parada ,Otros,,,Otros,40,Leve
498,179,90,24/09/2013,Martes,Laboral,D,Septiembre,Main Drive,2,85,136.603,3.425,35209.285,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,50,Leve
499,179,90,24/09/2013,Martes,Laboral,D,Septiembre,Main Drive,2,85,136.603,3.425,35209.285,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,150,Moderada
500,179,90,24/09/2013,Martes,Laboral,D,Septiembre,Main Drive,2,85,136.603,3.425,35209.285,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,480,Muy Larga
501,180,90,24/09/2013,Martes,Laboral,N,Septiembre,Main Drive,2,85,136.603,3.425,35209.285,S (III) S(IV),,SI,Parada ,Otros,,,Otros,30,Leve
502,180,90,24/09/2013,Martes,Laboral,N,Septiembre,Main Drive,2,85,136.603,3.425,35209.285,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,40,Leve
503,180,90,24/09/2013,Martes,Laboral,N,Septiembre,Main Drive,2,85,136.603,3.425,35209.285,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,70,Moderada
504,180,90,24/09/2013,Martes,Laboral,N,Septiembre,Main Drive,2,85,136.603,3.425,35209.285,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,100,Moderada
505,180,90,24/09/2013,Martes,Laboral,N,Septiembre,Main Drive,2,85,136.603,3.425,35209.285,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,190,Larga
506,180,90,24/09/2013,Martes,Laboral,N,Septiembre,Main Drive,2,85,136.603,3.425,35209.285,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,290,Larga
507,181,91,25/09/2013,Miercoles,Laboral,D,Septiembre,Main Drive,2,87,138.185,1.582,35210.867,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,80,Moderada
508,181,91,25/09/2013,Miercoles,Laboral,D,Septiembre,Main Drive,2,87,138.185,1.582,35210.867,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,80,Moderada
509,181,91,25/09/2013,Miercoles,Laboral,D,Septiembre,Main Drive,2,87,138.185,1.582,35210.867,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,110,Moderada
510,181,91,25/09/2013,Miercoles,Laboral,D,Septiembre,Main Drive,2,87,138.185,1.582,35210.867,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,110,Moderada
511,181,91,25/09/2013,Miercoles,Laboral,D,Septiembre,Main Drive,2,87,138.185,1.582,35210.867,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,340,Larga
512,182,91,25/09/2013,Miercoles,Laboral,N,Septiembre,Main Drive,2,87,138.185,1.582,35210.867,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,80,Moderada
513,182,91,25/09/2013,Miercoles,Laboral,N,Septiembre,Main Drive,2,87,138.185,1.582,35210.867,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Refrigeracion Agua,80,Moderada
514,182,91,25/09/2013,Miercoles,Laboral,N,Septiembre,Main Drive,2,87,138.185,1.582,35210.867,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,100,Moderada
515,182,91,25/09/2013,Miercoles,Laboral,N,Septiembre,Main Drive,2,87,138.185,1.582,35210.867,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,460,Muy Larga
516,183,92,26/09/2013,Jueves,Laboral,D,Septiembre,Main Drive,0,87,139.5,1.315,35212.182,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Hora Comida,60,Leve
517,183,92,26/09/2013,Jueves,Laboral,D,Septiembre,Main Drive,0,87,139.5,1.315,35212.182,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,60,Leve
518,183,92,26/09/2013,Jueves,Laboral,D,Septiembre,Main Drive,0,87,139.5,1.315,35212.182,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,600,Muy Larga
519,184,92,26/09/2013,Jueves,Laboral,N,Septiembre,Main Drive,0,87,139.5,1.315,35212.182,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,20,Leve
520,184,92,26/09/2013,Jueves,Laboral,N,Septiembre,Main Drive,0,87,139.5,1.315,35212.182,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Mantenimiento TBM,100,Moderada
521,184,92,26/09/2013,Jueves,Laboral,N,Septiembre,Main Drive,0,87,139.5,1.315,35212.182,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,170,Moderada
522,184,92,26/09/2013,Jueves,Laboral,N,Septiembre,Main Drive,0,87,139.5,1.315,35212.182,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,430,Muy Larga
523,185,93,27/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,4,91,143.727,4.227,35216.409,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,40,Leve
524,185,93,27/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,4,91,143.727,4.227,35216.409,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema PLC,50,Leve
525,185,93,27/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,4,91,143.727,4.227,35216.409,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,100,Moderada
526,185,93,27/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,4,91,143.727,4.227,35216.409,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,160,Moderada
527,185,93,27/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,4,91,143.727,4.227,35216.409,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,370,Muy Larga
528,186,93,27/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,4,91,143.727,4.227,35216.409,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,40,Leve
529,186,93,27/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,4,91,143.727,4.227,35216.409,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
530,186,93,27/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,4,91,143.727,4.227,35216.409,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,560,Muy Larga
531,187,94,28/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,2,93,146.953,3.226,35219.635,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,70,Moderada
532,187,94,28/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,2,93,146.953,3.226,35219.635,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
533,187,94,28/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,2,93,146.953,3.226,35219.635,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,230,Larga
534,187,94,28/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,2,93,146.953,3.226,35219.635,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,300,Larga
535,188,94,28/09/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,2,93,146.953,3.226,35219.635,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistemas BackUP,40,Leve
536,188,94,28/09/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,2,93,146.953,3.226,35219.635,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,50,Leve
537,188,94,28/09/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,2,93,146.953,3.226,35219.635,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,60,Leve
538,188,94,28/09/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,2,93,146.953,3.226,35219.635,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,80,Moderada
539,188,94,28/09/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,2,93,146.953,3.226,35219.635,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,90,Moderada
540,188,94,28/09/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,2,93,146.953,3.226,35219.635,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,400,Muy Larga
541,189,95,29/09/2013,Domingo,FindeSemana,D,Septiembre,Main Drive,2,95,150.839,3.886,35223.521,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,70,Moderada
542,189,95,29/09/2013,Domingo,FindeSemana,D,Septiembre,Main Drive,2,95,150.839,3.886,35223.521,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Refrigeracion Agua,80,Moderada
543,189,95,29/09/2013,Domingo,FindeSemana,D,Septiembre,Main Drive,2,95,150.839,3.886,35223.521,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
544,189,95,29/09/2013,Domingo,FindeSemana,D,Septiembre,Main Drive,2,95,150.839,3.886,35223.521,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,150,Moderada
545,189,95,29/09/2013,Domingo,FindeSemana,D,Septiembre,Main Drive,2,95,150.839,3.886,35223.521,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,300,Larga
546,190,95,29/09/2013,Domingo,FindeSemana,N,Septiembre,Main Drive,2,95,150.839,3.886,35223.521,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,50,Leve
547,190,95,29/09/2013,Domingo,FindeSemana,N,Septiembre,Main Drive,2,95,150.839,3.886,35223.521,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Refrigeracion Agua,70,Moderada
548,190,95,29/09/2013,Domingo,FindeSemana,N,Septiembre,Main Drive,2,95,150.839,3.886,35223.521,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,100,Moderada
549,190,95,29/09/2013,Domingo,FindeSemana,N,Septiembre,Main Drive,2,95,150.839,3.886,35223.521,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,100,Moderada
550,190,95,29/09/2013,Domingo,FindeSemana,N,Septiembre,Main Drive,2,95,150.839,3.886,35223.521,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,400,Muy Larga
551,191,96,30/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,4,99,155.232,4.393,35227.914,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,20,Leve
552,191,96,30/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,4,99,155.232,4.393,35227.914,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Refrigeracion Agua,40,Leve
553,191,96,30/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,4,99,155.232,4.393,35227.914,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,40,Leve
554,191,96,30/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,4,99,155.232,4.393,35227.914,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
555,191,96,30/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,4,99,155.232,4.393,35227.914,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,500,Muy Larga
556,192,96,30/09/2013,Lunes,Laboral,N,Septiembre,Main Drive,4,99,155.232,4.393,35227.914,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,20,Leve
557,192,96,30/09/2013,Lunes,Laboral,N,Septiembre,Main Drive,4,99,155.232,4.393,35227.914,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,20,Leve
558,192,96,30/09/2013,Lunes,Laboral,N,Septiembre,Main Drive,4,99,155.232,4.393,35227.914,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
559,192,96,30/09/2013,Lunes,Laboral,N,Septiembre,Main Drive,4,99,155.232,4.393,35227.914,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,560,Muy Larga
560,193,97,1/10/2013,Martes,Laboral,D,Octubre,Main Drive,3,102,159.201,3.969,35231.883,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
561,193,97,1/10/2013,Martes,Laboral,D,Octubre,Main Drive,3,102,159.201,3.969,35231.883,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,270,Larga
562,193,97,1/10/2013,Martes,Laboral,D,Octubre,Main Drive,3,102,159.201,3.969,35231.883,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,330,Larga
563,194,97,1/10/2013,Martes,Laboral,N,Octubre,Main Drive,3,102,159.201,3.969,35231.883,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,20,Leve
564,194,97,1/10/2013,Martes,Laboral,N,Octubre,Main Drive,3,102,159.201,3.969,35231.883,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,40,Leve
565,194,97,1/10/2013,Martes,Laboral,N,Octubre,Main Drive,3,102,159.201,3.969,35231.883,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,130,Moderada
566,194,97,1/10/2013,Martes,Laboral,N,Octubre,Main Drive,3,102,159.201,3.969,35231.883,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,530,Muy Larga
567,195,98,2/10/2013,Miercoles,Laboral,D,Octubre,Main Drive,3,105,163.661,4.46,35236.343,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,50,Leve
568,195,98,2/10/2013,Miercoles,Laboral,D,Octubre,Main Drive,3,105,163.661,4.46,35236.343,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,60,Leve
569,195,98,2/10/2013,Miercoles,Laboral,D,Octubre,Main Drive,3,105,163.661,4.46,35236.343,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,160,Moderada
570,195,98,2/10/2013,Miercoles,Laboral,D,Octubre,Main Drive,3,105,163.661,4.46,35236.343,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,450,Muy Larga
571,196,98,2/10/2013,Miercoles,Laboral,N,Octubre,Main Drive,3,105,163.661,4.46,35236.343,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,35,Leve
572,196,98,2/10/2013,Miercoles,Laboral,N,Octubre,Main Drive,3,105,163.661,4.46,35236.343,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,130,Moderada
573,196,98,2/10/2013,Miercoles,Laboral,N,Octubre,Main Drive,3,105,163.661,4.46,35236.343,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,555,Muy Larga
574,197,99,3/10/2013,Jueves,Laboral,D,Octubre,Main Drive,2,107,166.859,3.198,35239.541,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,55,Leve
575,197,99,3/10/2013,Jueves,Laboral,D,Octubre,Main Drive,2,107,166.859,3.198,35239.541,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,90,Moderada
576,197,99,3/10/2013,Jueves,Laboral,D,Octubre,Main Drive,2,107,166.859,3.198,35239.541,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Electrico,225,Larga
577,197,99,3/10/2013,Jueves,Laboral,D,Octubre,Main Drive,2,107,166.859,3.198,35239.541,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,350,Larga
578,198,99,3/10/2013,Jueves,Laboral,N,Octubre,Main Drive,2,107,166.859,3.198,35239.541,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,30,Leve
579,198,99,3/10/2013,Jueves,Laboral,N,Octubre,Main Drive,2,107,166.859,3.198,35239.541,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,80,Moderada
580,198,99,3/10/2013,Jueves,Laboral,N,Octubre,Main Drive,2,107,166.859,3.198,35239.541,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,610,Muy Larga
581,199,100,4/10/2013,Viernes,Laboral,D,Octubre,Main Drive,3,110,170.321,3.462,35243.003,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Limpieza General,30,Leve
582,199,100,4/10/2013,Viernes,Laboral,D,Octubre,Main Drive,3,110,170.321,3.462,35243.003,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,30,Leve
583,199,100,4/10/2013,Viernes,Laboral,D,Octubre,Main Drive,3,110,170.321,3.462,35243.003,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,40,Leve
584,199,100,4/10/2013,Viernes,Laboral,D,Octubre,Main Drive,3,110,170.321,3.462,35243.003,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,110,Moderada
585,199,100,4/10/2013,Viernes,Laboral,D,Octubre,Main Drive,3,110,170.321,3.462,35243.003,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,510,Muy Larga
586,200,100,4/10/2013,Viernes,Laboral,N,Octubre,Main Drive,3,110,170.321,3.462,35243.003,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,30,Leve
587,200,100,4/10/2013,Viernes,Laboral,N,Octubre,Main Drive,3,110,170.321,3.462,35243.003,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,50,Leve
588,200,100,4/10/2013,Viernes,Laboral,N,Octubre,Main Drive,3,110,170.321,3.462,35243.003,S (III) S(IV),,SI,Parada ,Otros,,,Otros,50,Leve
589,200,100,4/10/2013,Viernes,Laboral,N,Octubre,Main Drive,3,110,170.321,3.462,35243.003,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,140,Moderada
590,200,100,4/10/2013,Viernes,Laboral,N,Octubre,Main Drive,3,110,170.321,3.462,35243.003,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Grua Portico,190,Larga
591,200,100,4/10/2013,Viernes,Laboral,N,Octubre,Main Drive,3,110,170.321,3.462,35243.003,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,260,Larga
592,201,101,5/10/2013,Sabado,FindeSemana,D,Octubre,Main Drive,2,112,173.851,3.53,35246.533,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,30,Leve
593,201,101,5/10/2013,Sabado,FindeSemana,D,Octubre,Main Drive,2,112,173.851,3.53,35246.533,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,40,Leve
